headline,description,link,source,original,related,date_published,date_modified,timezone,detailed_news,detailed_news_sentiment,detailed_news_score
Here’s why Citi says Apple stock is ’set up well’ for 2026,"Investing.com -- Citi analysts maintained their Buy rating on Apple (NASDAQ:AAPL) in a note Tuesday, arguing the stock is ""set up well"" for 2026, primarily due to ""a major revamp of its software designs across Apple platforms, new operating systems, and Apple Intelligence updates"" showcased at the recent 2025 WWDC.",https://finance.yahoo.com/news/why-citi-says-apple-stock-140807539.html,,AAPL,[],2025-06-10 14:08:07+00:00,,,"Investing.com -- Citi analysts maintained their Buy rating on Apple (NASDAQ:AAPL) in a note Tuesday, arguing the stock is ""set up well"" for 2026, primarily due to ""a major revamp of its software designs across Apple platforms, new operating systems, and Apple Intelligence updates"" showcased at the recent 2025 WWDC.
Citi said it liked the new and ""more unified ’Liquid Glass’ design across all platforms,"" along with ""continued improvement on Vision Pro, the more Mac-like iPadOS and more iPhone apps on MacOS for continuity.""
They particularly like ""how Apple Intelligence is deeply integrated in apps across Apple devices,"" even acknowledging that investor focus remains on the ""previously delayed personalized Siri update to 2026.""
Despite these software advancements, Citi kept its iPhone unit forecasts at ""226/234M in 2025/26, or –0.6%/3.2% Y/Y growth.""
They anticipate ""some pull-in in the Jun-Q given temporary pause on reciprocal tariffs in China and other countries, and pending Section 232 decisions, with more uncertainties in the 2H.""
Regarding iPhone demand in China, Citi notes that, according to CAICT, China’s April total smartphone shipment was down 1.6% year-over-year.
However, ""foreign mobile phone (mostly iPhone) outperformed by growing 1% y/y.""
Citi believes that combining this with ""aggressive promotions during 618 shopping festival and likely tariffs related pull-in,"" China iPhone sales ""could stabilize in the Jun-Q.""
They also highlight that the past March quarter was the first time Apple saw ""flattish China sales in constant currency basis.""
Related articles
Here’s why Citi says Apple stock is ’set up well’ for 2026
Should you own Utility stocks going forward? Jefferies weighs in
JP Morgan downgrades Informa TechTarget and cuts price target by over 50%",positive,1
CoreWeave and Palantir Get Meme Stock Comparisons as Shares Soar,(Bloomberg) -- The surging shares of CoreWeave Inc. and Palantir Technologies Inc. are drawing comparisons to meme stocks — whose rapid gains are fueled by retail trader fervor more than financial performance. Most Read from BloombergTrump’s Military Parade Has Washington Bracing for Tanks and WeaponryTrump Said He Fired the National Portrait Gallery Director. She’s Still There.NYC Mayoral Candidates All Agree on Building More Housing. But Where?Senator Calls for Closing Troubled ICE Detention F,https://finance.yahoo.com/news/coreweave-palantir-meme-stock-comparisons-114501977.html,,AAPL,"['SMCI', 'QBTS', 'QBTS-WS']",2025-06-10 13:34:24+00:00,,,"(Bloomberg) -- The surging shares of CoreWeave Inc. and Palantir Technologies Inc. are drawing comparisons to meme stocks — whose rapid gains are fueled by retail trader fervor more than financial performance.
Most Read from Bloomberg
Trump’s Military Parade Has Washington Bracing for Tanks and Weaponry
Trump Said He Fired the National Portrait Gallery Director. She’s Still There.
NYC Mayoral Candidates All Agree on Building More Housing. But Where?
Senator Calls for Closing Troubled ICE Detention Facility in New Mexico
California Pitches Emergency Loans for LA, Local Transit Systems
CoreWeave has nearly quadrupled since its heavily downsized initial public offering in March. Palantir is up more than 460% over the past year. Investors may hope that the shares will perform like Nvidia Corp., whose stock soared at the start of the artificial intelligence era. The risk is that they act more like retailer GameStop Corp. — now 66% below a 2021 peak.
“Investors are ignoring fundamentals just to jump on the trend, and if you stretch a rubber band, the snapback can be substantial,” said Steve Sosnick, chief strategist at Interactive Brokers Group. “You need fresh money to reinforce the trend, otherwise the moves aren’t sustainable.”
Shares of CoreWeave fell 5.8% on Tuesday while Palantir slipped 0.4%.
Hints of such risks came last week, when cloud-computing provider CoreWeave tumbled 17% out of the blue, its biggest one-day drop on record. The shares since recovered and neared a fresh high on Monday.
CoreWeave and Palantir are among this year’s best-performing stocks amid a resurgence of the AI trade as tech giants continue to spend heavily on computing infrastructure. CoreWeave rents cloud-computing capacity and counts Microsoft Corp. as one of its biggest customers. Palantir makes data analysis software used by governments and commercial customers.
Representatives for CoreWeave and Palantir did not immediately respond to Bloomberg News requests for comment.
In contrast to GameStop, a video-game retailer that faced real challenges during the pandemic, both are clearly benefiting from strong demand for their services. CoreWeave’s revenue is expected to more than double this year, according to the average of analyst estimates compiled by Bloomberg. Palantir’s is projected to increase by 36%, aided by brisk sales of its AI offerings.
The problem is whether investors are over-paying for that growth. Palantir trades at 71 times estimated sales, making it by far the most expensive stock in the S&P 500. CoreWeave, which had a net loss of $315 million in the first quarter, is priced at 10 times projected sales. The average in the S&P 500 is around 3 times.",neutral,0
"May CPI, US-China trade talks, Apple's AI plans: 3 Things","US stock futures (ES=F, NQ=F, YM=F) are above their flatlines in Tuesday's pre-market trading ahead of May's Consumer Price Index (CPI) due out tomorrow, Wednesday, June 11. President Trump characterized trade talks with Chinese officials as ""not easy"" as the Trump administration negotiates export controls and rare earth minerals with the rival superpower. iPhone maker Apple (AAPL) seemingly underwhelmed investors with its AI announcements at its 2025 Worldwide Developers Conference (WWDC) on Monday. To watch more expert insights and analysis on the latest market action, check out more Morning Brief here.",https://finance.yahoo.com/video/may-cpi-us-china-trade-130817231.html,,AAPL,"['YM=F', 'ES=F']",2025-06-10 13:08:17+00:00,,,"US stock futures (ES=F,NQ=F,YM=F) are above their flatlines in Tuesday's pre-market trading ahead of May's Consumer Price Index (CPI) due out tomorrow, Wednesday, June 11.
President Trump characterized trade talks with Chinese officials as ""not easy"" as the Trump administration negotiates export controls and rare earth minerals with the rival superpower.
iPhone maker Apple (AAPL) seemingly underwhelmed investors with its AI announcements at its 2025 Worldwide Developers Conference (WWDC) on Monday.
To watch more expert insights and analysis on the latest market action, check out more Morning Briefhere.
Let's get to the three things that you need to know today. First up, US stock futures trading softly this morning after closing out flat in Monday's trade. While the S&P 500 trading near record high, investors are awaiting tomorrow's CPI print and any updates on trade as key catalysts to drive further gains for stocks. Analyst firms including Barclays and JP Morgan see more upside for US stocks as they expect in institutional investors to ditch their cautious stance and ramp up exposures to equities.
Plus negotiators for the US and China are meeting for a second day of discussions in London. Prior to the meeting, President Trump told reporters that talks are going well, but China is quote not easy. Treasury Secretary Scott Bessette and Commerce Secretary Howard Lutnick are leading the discussions focused on reestablishing terms of an agreement reached in Geneva last month, including more rare earth shipments to the US and the US removing recent measures targeting certain goods on China, including semiconductors.
And shares of Apple flat on the day following the company's worldwide developers conference where it unveiled a slew of updates to its various software platforms. Consumers and investors had high expectations ahead of the event after Apple indefinitely delayed some artificial intelligence features that it had announced at last year's conference. Apple's efforts to start an AI comeback at this year's event fell short, the analyst on Wall Street calling it quote disappointing.",neutral,0
"Trending tickers: Apple, Tesla, TSMC, Aberdeen",The latest investor updates on stocks that are trending on Tuesday.,https://finance.yahoo.com/news/apple-tesla-tsmc-aberdeen-trending-tickers-130103283.html,,AAPL,"['GBPEUR=X', 'GBP=X', 'EUR=X']",2025-06-10 13:01:03+00:00,,,"Apple (AAPL) stock headed lower in premarket trade on Tuesday after its flagship developer conference revealed new tricks and gadgets set for launch.
One headline piece, rolled out in Cupertino, California wasnew capabilities for the tech giant's iPads, which will allow users to use the tablet less like an iPhone and more like a laptop.
The updates include the ability to use windowed versions of apps that you can move and resize just as you would on a Mac. Previously, apps could only be resized in certain instances and and apps snapped to specific areas of the iPad's screen.
Now, you'll be able to layer apps on top of each other and have even more of them slightly offscreen to make room for other apps.
Read more:FTSE 100 LIVE: Stocks mixed as US-China trade talks resume in London
Apple also added a new menu bar at the top of the iPad's screen where you can access options like app-specific commands, similar to the Mac. The company also updated its Files app, so you can navigate your saved documents, videos, and photos more easily. And Apple is finally bringing the Preview app to the iPad for when you need to quickly access a PDF file or photo.
Apple's iPad segment is its smallest business, bringing in $26.6bn (£19.7bn) of the company's $391bn intotal revenue in 2024, down 6% year over year. The iPhone brought in $201.1 billion, while the Mac generated $29.9bn. The software update, however, could give consumers a bigger reason to choose an iPad over a MacBook Air, helping to goose sales.
Stock traded 1.2% lower ahead of the opening bell.
Tesla (TSLA) stock looked set to build on gains from Monday in premarket trade, with its highly anticipated robotaxi test set to begin on 12 June in Austin, Texas.
Weakness in the stock comes after the fallout between CEO Elon Musk and US president Trump, which does not show any signs of improving, at least for now.
Last week, Tesla stock dippednearly 15% and saw more than $150bn in market cap erasedafter Musk slammed Trump's GOP-backed spending bill, prompting fiery responses from the president and raising concerns over the political risk now tied to the EV maker due to the actions of its chief executive.
Read more:Pound dips following weak UK jobs report
While Trump allayed some concerns over his relationshipwith Musk on Friday, the president told NBC News over the weekend that he had""no intention"" of speaking to Muskin the near future.
Shares rose as much as 2.6% in premarket, having jumped 4.6% in the previous session.",neutral,0
Apple Unveils Big UI Overhaul at WWDC: ETFs in Focus,"Apple's major UI overhaul fails to impress investors, putting top tech ETFs with heavy AAPL stakes under the lens.",https://finance.yahoo.com/news/apple-unveils-big-ui-overhaul-130000739.html,,AAPL,[],2025-06-10 13:00:00+00:00,,,"Apple Inc. AAPL unveiled a major revamp of its entire software ecosystem at its annual Worldwide Developers Conference (WWDC), introducing what it calls the most significant UI changes in years. However, the event failed to impress investors due to a lack of AI updates. As such, Apple shares dropped 1.2% on the day.This has put ETFs with the largest allocation to the tech titan in focus. These areVanguard Information Technology ETFVGT,iShares Global Tech ETFIXN,MSCI Information Technology Index ETFFTEC,iShares US Technology ETFIYW andTechnology Select Sector SPDR FundXLK (see: all the Technology ETFs here).
The highlight of the event was Apple’s new “Liquid Glass” design language, a unified and translucent UI framework being rolled out across iPhone, iPad, Mac, Watch, TV and Vision Pro. This marks Apple’s biggest aesthetic leap since iOS 7 in 2013. From an investment standpoint, the move could drive strong upgrade cycles, especially for users still on older devices, incentivizing them to stay within Apple’s ecosystem.
The iPhone maker sprinkled in new features under the Apple Intelligence banner, such as live translation in Messages and FaceTime, Genmoji or personalized AI-generated emojis, Image Playground - an AI image generation tool, and Smarter Visual Intelligence and Spotlight search.However, these enhancements are underwhelming in comparison to the full-stack AI platforms unveiled by rivals Microsoft (Copilot+) and Google (Gemini) (read: Why Big Tech Stocks Are Powering Market Gains Again).
Apple showcased a major software overhaul, introducing iOS 26, macOS Tahoe, iPadOS 26, watchOS 26, tvOS 26 and visionOS 26. iOS 26 brings adaptive UI, a Games hub and enhanced call screening. iPadOS 26 further blurs the line with macOS, featuring full window resizing, Preview integration and enhanced multitasking. macOS Tahoe now integrates Live Activities in the menu bar, improved Spotlight, and even native Phone app support for seamless call handling. watchOS 26 has introduced a Notes app, wrist gestures, and smarter audio. tvOS 26 allows AirPlay speaker defaults and revamps Apple TV+ UI. visionOS 26 focuses on productivity and immersive content alignment.
Vanguard Information Technology ETF (VGT)Vanguard Information Technology ETF manages $87.9 billion in its asset base and provides exposure to 307 technology stocks. It currently tracks the MSCI US Investable Market Information Technology 25/50 Index. Apple takes the top spot, accounting for a 17.1% share.  Vanguard Information Technology ETF has an expense ratio of 0.09%, whereas volume is solid at nearly 546,000 shares. It has a Zacks ETF Rank #1 (Strong Buy).iShares Global Tech ETF (IXN)iShares Global Tech ETF provides exposure to electronics, computer software and hardware, and information technology companies by tracking the S&P Global 1200 Information Technology 4.5/22.5/45 Capped Index. Holding 119 stocks in its basket, Apple occupies the second spot with a 15.8% share. iShares Global Tech ETF has amassed $5.1 billion in its asset base and trades in a good volume of 162,000 shares a day, on average. The expense ratio is 0.41%.MSCI Information Technology Index ETF (FTEC)MSCI Information Technology Index ETF is home to 293 technology stocks with an AUM of $13.1 billion. It follows the MSCI USA IMI Information Technology Index. Apple occupies the third spot at 14.7% share in the basket. MSCI Information Technology Index ETF has an expense ratio of 0.08%, while volume is solid at 345,000 shares a day. It has a Zacks ETF Rank #1 (read: ETFs Poised to Win in the MSFT vs. NVDA Market Cap Battle).iShares US Technology ETF (IYW)iShares Dow Jones US Technology ETF tracks the Russell 1000 Technology RIC 22.5/45 Capped Index, giving investors exposure to 139 U.S. electronics, computer software and hardware, and informational technology companies. Apple is the third firm, making up for 13.6% of the assets. iShares US Technology ETF has an AUM of $19.8 billion and charges 39 bps in fees and expenses. Volume is good as it exchanges 889,000 shares a day. It has a Zacks ETF Rank #1.Select Sector SPDR Technology ETF (XLK)Select Sector SPDR Technology ETF is the most popular and liquid ETF in the technology space, with AUM of $73.7 billion and an average daily volume of 6 million shares. It offers broad exposure to the technology sector and follows the Technology Select Sector Index. Select Sector SPDR Technology ETF holds about 69 securities in its basket, with Apple occupying the third position at 12.2%. Select Sector SPDR Technology ETF charges 8 bps in fees per year from investors and has a Zacks ETF Rank #1.",positive,1
When can I download iOS 26? iPhone update timeline as beta and general release dates near,"The new iPhone software brings many changes, including a transparent design called Liquid Glass. Here’s when you can get it.",https://finance.yahoo.com/news/download-ios-26-iphone-timeline-113200842.html,,AAPL,[],2025-06-10 11:32:00+00:00,,,"Apple has unveilediOS 26, its new operating system for the iPhone. The new software brings many changes and advancements with it, including an all-new transparent design language called Liquid Glass, which allows background colors of content on your iPhone’s screen to show through interface elements like buttons and toolbars.
Most Read from Fast Company
RIP to the almost future of computing: Apple just turned the iPad into a Mac
Why Third Amendment memes are suddenly taking over social media
Starbucks just developed an ingenious way to add 15 grams of protein to almost any drink
iOS 26 is also introducing other useful features, including major improvements tothe way the iPhone handles phone calls, a dedicated gaming app, enhancements to its artificial intelligence offerings, updates to Messages and Maps, and more.
However, while Apple has now showcased iOS 26, not everyone can get their hands on it yet. Some can download iOS 26 today, while others will need to wait until later in the summer—or into the fall. Here’s when and how you can download iOS 26.
Apple unveiled iOS 26 at itsannual Worldwide Developers Conference(WWDC) on Monday, June 9. That day, the company made what is known as the iOS 26 Developer Beta immediately available for download onto iPhones.
However, as the “developer beta” moniker suggests, this version of iOS 26, which is now available, is only accessible to registered Apple developers. The good news is that anyone can register for theApple Developer Program(membership costs $99 per year). But unless you’re an actual developer, it’s best to stay clear of the iOS 26 Developer Beta.
The reason for this is that developer betas are notoriously buggy. In fact, one of the primary purposes of a beta program is to allow users to identify and report bugs, enabling Apple to fix them before the software is released to the general public. And some bugs can be nasty—leading to lost data or even damaged devices.
That’s why, unless you are an actual developer making apps for iOS, it’s best to steer clear of the iOS 26 Developer Beta.
The good news is you don’t have to be a developer to beta test iOS 26. Apple also offers a public Apple Beta Software Program that allows anyone who signs up for it to get early access to beta software, including iOS 26.
This iOS 26 beta, released through the Apple Beta Software Program, is colloquially known as the “iOS 26 Public Beta.” This beta is generally safer to use than the Developer Beta, as Apple releases it after it has had the chance to fix some of the critical bugs that developers report finding in the Developer Beta.",neutral,0
5 Things to Know Before the Stock Market Opens,"News of the day for June 10, 2025",https://finance.yahoo.com/news/5-things-know-stock-market-113118766.html,,AAPL,"['TSM', 'META']",2025-06-10 11:31:18+00:00,,,"U.S. stock futures are little changed as investors watch for U.S.-China trade negotiation developments; Apple (AAPL) shares are edging lower in premarket trading entering day two of its Worldwide Developers Conference; Meta Platforms (META) CEO Mark Zuckerberg reportedly is building a ""superintelligence group"" of AI experts to beat rivals in achieving artificial general intelligence; U.S.-listed shares of Taiwan Semiconductor Manufacturing Co. (TSM) are rising after the chipmaker reported a 40% year-over-year jump in May revenue; and Microsoft (MSFT) stock is pointing slightly lower after its winning streak reached eight sessions. Here's what investors need to know today.
U.S. stock futures are little changed as investors await updates fromongoing trade negotiationsbetween U.S. and Chinese officials.Nasdaqfutures are ticking lower after the tech-focused index rose 0.3% Monday to reach itshighest level since February.S&P 500andDow Jones Industrial Averagefutures are flat and slightly lower, respectively. Bitcoin(BTCUSD) is rising to trade over $109,000. The 10-year Treasury note yield is declining. Oil futures are rising and gold futures are ticking higher.
Apple (AAPL) on Monday announced a number ofartificial intelligence (AI)-related improvements to its iOS 26 to start its Worldwide Developers Conference. However, executives said it willtake more time to add AI-enhanced featuresto the iPhone maker's voice assistant Siri, such as enabling it to work with other apps. Apple did unveil software updates to the iPhone, Mac, and other devices. Apple shares are edging lower in premarket trading.
Meta Platforms (META) CEO Mark Zuckerberg reportedly is building a ""superintelligence group"" of 50 AI experts aimed atbeating the company's tech rivalsin achieving artificial general intelligence (AGI). Zuckerberg's ""desire to micromanage the recruitment effort is driven in part by frustration over the quality of and response to Llama 4,"" Meta's latest large language model (LLM), according to aBloombergreport. Meta shares are less than 1% higher in premarket trading.
U.S.-listed shares of Taiwan Semiconductor Manufacturing Co. (TSM) are nearly 2% higher in premarket trading after it reportedMay revenue surgedas demand remained elevated for its AI chips.  TSMC's May revenue of 320.52 billion New Taiwan dollars ($10.70 billion) was nearly 40% higher than a year earlier but down 8% from April's figure. January-to-May revenue was up almost 43% over the same period last year. U.S.-listed shares of TSMC entered Tuesday up 5% this year.",neutral,0
"Apple Laying Foundation for Multi-Year AI Strategy Across Installed iOS Base, Wedbush Says",Apple (AAPL) has begun to lay out its multi-year artificial intelligence strategy across its strong,https://finance.yahoo.com/news/apple-laying-foundation-multi-ai-112443853.html,,AAPL,[],2025-06-10 11:24:43+00:00,,,,neutral,0
Apple Needs More Time for AI. Why It’s Running Out Fast for the Stock.,"Apple’s artificial intelligence projects, L.A. protesters target Waymo driverless cars, RFK Jr. fires vaccine advisory board, and more news to start your day.",https://finance.yahoo.com/m/d8f1916a-c2a4-3727-80ae-979ca4243fd6/apple-needs-more-time-for-ai-.html,,AAPL,['GOOG'],2025-06-10 10:46:00+00:00,,,"Apple’s artificial intelligence projects, L.A. protesters target Waymo driverless cars, RFK Jr. fires vaccine advisory board, and more news to start your day.",neutral,0
Apple expands ChatGPT integration with new AI features,"The partnership is part of several new AI-powered features set to be introduced in iOS 26, iPadOS 26, macOS 26, and visionOS 26.",https://finance.yahoo.com/news/apple-expands-chatgpt-integration-ai-093720659.html,,AAPL,[],2025-06-10 09:37:20+00:00,,,"Apple has expanded collaboration with OpenAI, the developer of ChatGPT, during its Worldwide Developers Conference,Bloomberghas reported.
This partnership is part of several new AI-powered features set to be introduced in iOS 26, iPadOS 26, macOS 26, and visionOS 26.
The publication said that while AI was not the primary focus of the event, these advancements will help Apple align more closely with features offered by Samsung and Google's Android devices.
Among the notable AI features is On-Screen Content, which will allow Apple's Visual Intelligence to analyse images and text on an iPhone's screen.
Users can ask ChatGPT for more information and search Google for similar images or products.
Another feature, Live Translation, will be integrated into Apple's Messages, Phone, and FaceTime apps.
This feature will facilitate conversations across different languages, with text messages and replies being automatically translated.
The Apple Watch will exclusively feature Workout Buddy, an AI-generated voiced coach that provides feedback on exercise benchmarks and fitness goals.
Initially, it will be available in English and limited to specific workout types like running and cycling.
Apple's new software will also introduce Genmoji, enabling users to combine two emoji for creative expression.
Using Apple's Image Playground, customers can access ChatGPT to transform images into styles such as oil painting or vector art.
Image Playground also allows for easy adjustments to expressions or personal attributes.
In the Messages app, Apple Intelligence will suggest when polls might be useful in group chats, and users can create custom chat backgrounds.
The Wallet app will be enhanced to have features, including summarising order tracking details from emails, serving as a central hub for deliveries.
Developers will benefit from the on-device Apple Intelligence foundation model, which enables AI-powered capabilities such as natural language search in apps.
These features work offline, eliminating cloud-computing costs.
In May 2025, reports of Apple working oncustom-designed chipsaimed at powering future smart glasses, AI servers, and upcoming Mac models surfaced.
""Apple expands ChatGPT integration with new AI features"" was originally created and published byVerdict, a GlobalData owned brand.


The information on this site has been included in good faith for general informational purposes only. It is not intended to amount to advice on which you should rely, and we give no representation, warranty or guarantee, whether express or implied as to its accuracy or completeness. You must obtain professional or specialist advice before taking, or refraining from, any action on the basis of the content on our site.",neutral,0
Apple Fails to Clear a Low Bar on AI,"A program to allow developers to access its “foundation models” was widely expected and could—over time—result in AI apps that work more easily on Apple’s devices.  Apple’s share price, down 19% already this year, slipped further on Monday following the keynote.  Apple no doubt wanted to avoid the trap it fell into last year, when it introduced its Apple Intelligence service to great hype only to have its later launch and subsequent updates fall short of promises.",https://finance.yahoo.com/m/40554367-f312-378b-adb5-59e4057576f0/apple-fails-to-clear-a-low.html,,AAPL,[],2025-06-10 09:30:00+00:00,,,"A program to allow developers to access its “foundation models” was widely expected and could—over time—result in AI apps that work more easily on Apple’s devices. Apple’s share price, down 19% already this year, slipped further on Monday following the keynote. Apple no doubt wanted to avoid the trap it fell into last year, when it introduced its Apple Intelligence service to great hype only to have its later launch and subsequent updates fall short of promises.",negative,-1
Warren Buffett Has 23% of Berkshire Hathaway's Portfolio Invested in 2 AI Stocks Up 600% and 900% in the Last Decade,"Warren Buffett’s Berkshire Hathaway has nearly 23% of its portfolio invested in two artificial intelligence stocks, Apple and Amazon.  Apple’s foray into AI has yielded disappointing results, but opening its large language models to developers could help the company monetize the technology.  Amazon is deploying AI tools and products across its retail and cloud computing businesses, and Morgan Stanley views the company as an underappreciated leader.",https://finance.yahoo.com/news/warren-buffett-23-berkshire-hathaways-091200471.html,,AAPL,['AMZN'],2025-06-10 09:12:00+00:00,,,"Warren Buffett’s Berkshire Hathaway has nearly 23% of its portfolio invested in two artificial intelligence stocks, Apple and Amazon.
Apple’s foray into AI has yielded disappointing results, but opening its large language models to developers could help the company monetize the technology.
Amazon is deploying AI tools and products across its retail and cloud computing businesses, and Morgan Stanley views the company as an underappreciated leader.
10 stocks we like better than Apple ›
Warren Buffett has nearly 23% ofBerkshire Hathaway's portfolio invested in two artificial intelligence (AI) stocks: 21.8% is allocated toApple(NASDAQ: AAPL), a stock that soared 600% in the last decade, and 0.8% is allocated toAmazon(NASDAQ: AMZN), a stock that soared 900% in the last decade.
Here's what investors should know about Apple and Amazon.
The investment thesis for Apple has two parts. First, the company is the global leader in smartphone sales, a position it achieved through engineering expertise that spans hardware and software. Apple has cultivated a significantbrand moatthat affords the company great pricing power but must maintain its premium status with consumers to be a worthwhile investment.
Second, Apple aims to monetize its installed base exceeding 2.35 billion devices with add-on services like iCloud storage, Apple Care, Apple Pay, and App Store content, as well as subscription products like Apple TV+. Within the services segment, many analysts expect Apple to eventually monetize artificial intelligence.
To elaborate, late last year, the company introduced Apple Intelligence, a suite of AI features that CEO Tim Cook said would usher in a ""new era for the iPhone."" Apple Intelligence was initially free, but many analysts speculated Apple would eventually monetize more sophisticated features as a subscription offering.
However, consumers have been relatively unmoved by the platform. In fact, iPhone sales have essentially been flat over the last six months despite many pundits predicting a massive upgrade cycle. One reason for the lackluster response may be the absence of the much-touted upgrades to the conversational assistant Siri, including the ability to understand personal context and take action within other apps.
In May, Bloomberg reported that internal data showed Apple was years behind the competition in terms of developing a ChatGPT competitor, and the timeline for the Siri upgrades is still unknown. ""The planned rollout was delayed until May and then indefinitely, even as features were still being promoted on commercials for the iPhone 16,"" according to Bloomberg.",neutral,0
"Apple may be the only tech company getting AI right, actually",Apple Intelligence isn’t ready for prime time.,https://finance.yahoo.com/news/apple-may-only-tech-company-090003168.html,,AAPL,[],2025-06-10 09:00:03+00:00,,,"A version of this story appeared in CNN Business’ Nightcap newsletter. To get it in your inbox, sign up for freehere.
Apple’s big developer summit is a Silicon Valley institution. The company has been hosting it every year since 1983, and in more recent years the events have become a fixture of the tech hype machine — a chance for Apple to show off its latest software to investors and the folks who build apps for those products.
Look, they can’t all be bangers.
The Worldwide Developers Conference comes around every 12 months, like the Super Bowl or the Oscars. And sometimes it feels like an Important Cultural Moment. Other times it feels like we’re just going through the paces and putting on a little show for the fans. This year’s WWDC was more the latter. (But it was far from, like, a “‘Crash’ beats ‘Brokeback Mountain’”-level disaster.)
The buzziest elements seemed totally fine. Groundbreaking? No. But cute and user-friendly in all the ways we expect from Apple.
Design nerds are twittering about “Liquid Glass,” iOS’s gloopy visual update, but that’s about as controversial as this WWDC got. (TL;DR, Liquid Glass is like the T-1000 from “Terminator II” — it’s all shapeshifty and, well,gloopy, compared with the earlier, more rigid design language. If transparent gradients rile you up, maybe it was a spicier WWDC from your vantage point.)
Of course, Apple’s investors wanted a bit more pizazz. And in particular, they wanted to see Apple make more progress on the souped-up Sirithe company promisedat last year’s WWDC.
That didn’t happen.
In fact, Siri was barely mentioned apart from an early nod from Craig Federighi, Apple’s software lead, who said: “We’re continuing our work to deliver the features that make Siri even more personal… This work needed more time to reach our high-quality bar, and we look forward to sharing more about it in the coming year.”
That’s the polite way of saying, “Yeah, yeah, about that AI revolution we promised — we’re working on it.”
Apple’s stock (AAPL), which is down 17% this year, tumbled a few minutes into Monday’s event. Shares fell 1.2% Monday.
Apple certainly brought the hype last year, leading some analysts to predict that the AI upgrades would spura long awaited “super-cycle”of iPhone users upgrading their devices.
But a few months on, it became clear that Apple Intelligence, the company’s proprietary AI, wasn’t ready for prime time. The smarter Siri never arrived, and Appleshelved it indefinitelyearlier this year. Apple also had to roll back its AI-powered text message summaries, which werehilariousbut ultimately not a great look.",neutral,0
Think You Know Apple? Here's 1 Little-Known Fact You Can't Overlook.,"Apple has billions of active devices across the globe, which has helped drive revenue of its budding services segment.  The combination of hardware, software, and services make up Apple’s powerful ecosystem.  It hasn’t happened yet, but Apple's push into AI could improve its overall financial picture.",https://finance.yahoo.com/news/think-know-apple-heres-1-074200598.html,,AAPL,[],2025-06-10 07:42:00+00:00,,,"Apple has billions of active devices across the globe, which has helped drive revenue of its budding services segment.
The combination of hardware, software, and services make up Apple’s powerful ecosystem.
It hasn’t happened yet, but Apple's push into AI could improve its overall financial picture.
10 stocks we like better than Apple ›
As of this writing on June 6,Apple(NASDAQ: AAPL)is valued at an astonishing $3 trillion. It's not surprising that to get to this point, its shares have rocketed higher, to the tune of 14,830% just in the past two decades.
There is perhaps no company on the face of the planet that is more closely watched than Apple. As a result, investors probably feel that they generally have a thorough understanding of the tech giant. But there's more than meets the eye.
Think you know Apple? Here's one little-known fact you can't overlook.
The world knows Apple as the purveyor of the most beautifully designed tech gadgets. These days, the iPhone, iPad, MacBook, Watch, and AirPods get all the attention. Before, it was the iPod that was the talk of the town.
Innovation has always been a core part of Apple's DNA, and this was delivered to users in physical form. According to CEO Tim Cook, there are 2.4 billion active Apple devices (as of January) around the globe, showcasing that the products truly are everywhere.
In recent years, though, there's another segment that investors need to pay closer attention to. I'm talking about the services division. In Q2 2025 (ended March 29), services brought in $26.6 billion of revenue, translating to 28% of the company's total. This fact might not be on the radar of a lot of investors.
That sales figure was up 11.3% year over year and 34.3% compared to Q2 2022. The growth rate is much better than what's being achieved in the more mature products segment. In fact, product revenue dropped 11.4% in the last three years. In the future, the share of sales coming from services is likely to expand, just as it has in the past.
There are a lot of services that Apple offers. Advertising, AppleCare, iCloud, App Store, Arcade, Fitness+, Music, News+, TV+, Card, and Pay are all included here. Apple has leveraged its broad distribution, literally sitting in the pockets of consumers worldwide, to layer on services. This segment reported an incredible 75.7%gross marginin Q2.
Besides driving faster growth and better profitability, services create a key competitive advantage for Apple, which is its powerful ecosystem. Users are essentially locked into theApple's walled garden.",positive,1
